road,id,model_type,name,lat,lon,length,condition,road_lrp,nearest_road,distance_to_nearest_road
N1,N1_585,bridge,ZADUNAGOR BUS STATION BOX CULVERT,21.990280244375,92.08568596625,0.05299999999999727,A,N1LRP301a,N106_0,52.442276703833755
N1,N1_586,bridge,Aadunagor bridge,21.9870408741379,92.0839943655172,0.40800000000001546,A,N1LRP301b,N106_0,52.661201303551934
N1,N1_587,link,"Cox,s Bazar 87 km,Chokaria 27 km",21.9829716,92.0817771,0.5179999999999723,,N1LRP310,N106_0,52.934399687379944
N1,N1_588,bridge,HATIAR PULL PC GIDER BRIDGE,21.9819040437735,92.080773326415,0.1519999999999868,A,N1LRP302a,N106_0,52.98473869144487
N1,N1_589,bridge,HATIAR PULL BOX CULVERT,21.9804623633858,92.0788716271653,0.2669999999999959,A,N1LRP302c,N106_0,53.02526740099553
N1,N1_590,bridge,SHIX DAR PARA BOX CULVERT,21.979298574269,92.0758492263157,0.3450000000000273,A,N1LRP302e,N106_0,52.98300882806602
N1,N1_591,link,"Cox,s Bazar 88 km,Chowria 27 km",21.9781104,92.0739993,0.25499999999999545,,N1LRP311,N106_0,53.00431413344271
N1,N1_592,bridge,MUSKAMPANI PARA BOX CULVERT,21.9738684029498,92.0683204789577,0.8349999999999795,A,N1LRP303a,N106_0,53.134062429830124
N1,N1_593,link,"Cox,s Bazar 83 km,Chokaria 25 km",21.9729438,92.0670827,0.18200000000001637,,N1LRP312,N106_0,53.16370773866313
N1,N1_594,bridge,AODU NAGOR (2) BOX CULVERT,21.9689581196808,92.0641501117021,0.5699999999999932,A,N1LRP304b,N106_0,53.41231513201477
N1,N1_595,link,Km post missing,21.9654167,92.0625556,0.4300000000000068,,N1LRP313,N106_0,53.68477995537967
N1,N1_596,bridge,Rataykul Bridge,21.9622138572549,92.0633168764705,0.24099999999998545,A,N1LRP305a,N106_0,54.037041730359725
N1,N1_597,bridge,BONPUKR PARA BOX CULVERT,21.9592401112903,92.0652791298387,0.3860000000000241,A,N1LRP305c,N106_0,54.42373614933194
N1,N1_598,bridge,BON PUKUL PARA BOX CULVERT,21.9580321636363,92.0663932818182,0.3170000000000073,A,N1LRP306a,N106_0,54.595884520255254
N1,N1_599,link,Km post missing,21.9578333,92.0665833,0.055999999999983174,,N1LRP314,N106_0,54.62454170538696
N1,N1_600,bridge,SANTI RCC GIDER BRIDGE,21.9520795406909,92.0678138084453,0.5600000000000023,A,N1LRP306b,N106_0,55.25106939906913
N1,N1_601,link,Info.Missing,21.9489441,92.0675271,0.37000000000000455,,N1LRP315,N106_0,55.54772823480305
N1,N1_602,bridge,SANTI BOX CULVERT,21.9453993720173,92.0669286609544,0.382000000000005,A,N1LRP307a,N106_0,55.87107435205382
N1,N1_603,link,Km post missing,21.940583,92.0643889,0.617999999999995,,N1LRP316,N106_0,56.23268746246795
N1,N1_604,bridge,BRICK FIELD BOX CULVERT,21.9360290154471,92.0625427235772,0.5450000000000159,A,N1LRP308a,N106_0,56.60328319541495
N1,N1_605,bridge,BACK FILD BOX CULVERT,21.9339454415019,92.0616661541501,0.2519999999999527,A,N1LRP308b,N106_0,56.77232051602085
N1,N1_606,bridge,AZIZNAGOR FOREST BOX CULVERT,21.9323086726114,92.0608009579617,0.21600000000000819,A,N1LRP309a,N106_0,56.89764199502156
N1,N1_607,link,"Cox,s Bazar 78 km",21.9322216,92.06075,0.012000000000000455,,N1LRP317,N106_0,56.90410148922575
N1,N1_608,bridge,AZIZ NOGOR FOREST BOX CULVERT,21.93038125,92.0596840375,0.242999999999995,A,N1LRP309b,N106_0,57.041443971161684
N1,N1_609,link,"Cox,s Bazar 77 km/Start of Cox's Bazar Road Division. / Cox,s Bazar 77 km/Start of Cox's Bazar Road Division.",21.9235827,92.0585,0.7719999999999914,,N1LRP318,N106_0,57.67347850798762
N1,N1_610,bridge,AZIZNAGOR BOX CULVERT,21.9179119605128,92.0597362988034,0.5660000000000309,A,N1LRP310a,N106_0,58.29909688367105
N1,N1_611,bridge,AZIZ NOGAR BOX CULVERT,21.9167591663366,92.0599899313531,0.19700000000000273,A,N1LRP310b,N106_0,58.42642499732209
N1,N1_612,link,"Cox,s Bazar 76 km",21.9148333,92.0604722,0.27199999999999136,,N1LRP319,N106_0,58.64170430553987
N1,N1_613,bridge,AZIZ NAGOR 1,21.9140727206278,92.0605472089686,0.08600000000001273,A,N1LRP311a,N106_0,58.72174968411278
N1,N1_614,bridge,AZIZ NAGOR 2,21.909622912133,92.0605661266144,0.507000000000005,A,N1LRP311b,N106_0,59.172331201922475
N1,N1_615,link,"Cox,s Bazar 75 km",21.9059444,92.0609167,0.41100000000000136,,N1LRP320,N106_0,59.5596095554868
N1,N1_616,link,"Cox,s Bazar 74 km",21.8969997,92.0612222,0.8729999999999905,,N1LRP321,N106_0,60.479596154514226
N1,N1_617,bridge,HARBHANG CHOR,21.8910236519337,92.0597010756906,0.70799999999997,A,N1LRP313b,N106_0,61.023934503901856
N1,N1_618,link,"Cox,s Bazar 73 km",21.8883886,92.0600833,0.2980000000000018,,N1LRP322,N106_0,61.30820251340558
N1,N1_619,bridge,GHOIL MARA BOX CULVERT,21.8812215213685,92.0590015447779,0.8110000000000355,A,N1LRP314a,N106_0,61.995415126588824
N1,N1_620,link,Cox's Bazar 72 km,21.879416,92.0590833,0.20099999999996498,,N1LRP323,N106_0,62.1833260027097
N1,N1_621,bridge,HARBANG,21.8751197401574,92.0591098413385,0.48500000000001364,A,N1LRP315a,N106_0,62.62402583847801
N1,N1_622,link,Info.Missing,21.8704993,92.0591389,0.5240000000000009,,N1LRP324,N106_0,63.0986014418458
N1,N1_623,bridge,HARBANG,21.8628351415656,92.0594848712238,0.8690000000000282,A,N1LRP316a,N106_0,63.89889764602287
N1,N1_624,link,Km post missing,21.8616389,92.0596111,0.1309999999999718,,N1LRP325,N106_0,64.0267813722504
N1,N1_625,bridge,HARBANGCHORA,21.8599725797297,92.0601907085585,0.19299999999998363,A,N1LRP317a,N106_0,64.22086370402842
N1,N1_626,bridge,ALIPUR BOX CULVERT,21.8529287900552,92.0609576198894,0.79200000000003,A,N1LRP318a,N106_0,64.97532977904368
N1,N1_627,link,"Cox,s Bazar 69 km",21.85275,92.0609722,0.01999999999998181,,N1LRP326,N106_0,64.9942993144181
N1,N1_628,bridge,HARBANG,21.8508595323144,92.0609491344978,0.21100000000001273,A,N1LRP318b,N106_0,65.18800494990585
N1,N1_629,link,"Cox,s Bazar 68 km",21.8441386,92.0628056,0.8039999999999736,,N1LRP327,N106_0,65.95245515570086
N1,N1_630,bridge,HAR BAG BOX CULVERT,21.8429700741784,92.0635984638497,0.160000000000025,A,N1LRP319a,N106_0,66.10363020339956
N1,N1_631,bridge,HAR BAG BOX CULVERT,21.8403935683229,92.0649325472049,0.3229999999999791,A,N1LRP319b,N106_0,66.42088623216824
N1,N1_632,link,"Cox,s Bazar 67 km",21.8363052,92.067416,0.5340000000000487,,N1LRP328,N106_0,66.93859365775155
N1,N1_633,bridge,ATKOTA,21.8341033152866,92.0682735910828,0.26200000000000045,A,N1LRP320a,N106_0,67.19873206348336
N1,N1_634,link,Cox's Bazar 66 km,21.8280827,92.0712771,0.7049999999999841,,N1LRP329,N106_0,67.9356997655077
N1,N1_635,bridge,AKOTA BAZAR BOX CULVERT,21.8280258214285,92.0713035547619,0.007000000000005002,A,N1LRP321a,N106_0,67.94258732193174
N1,N1_636,bridge,BODOI TOLA RCC GIDER BRIDGE,21.8257831806122,92.0723466282313,0.27600000000001046,A,N1LRP321b,N106_0,68.21415436387231
N1,N1_637,bridge,BODAITALI BOX CULVERT,21.8211428750483,92.0740201388781,0.5459999999999923,A,N1LRP321d,N106_0,68.75716064953983
N1,N1_638,link,Cox's Bazar 65km,21.8195271,92.0741382,0.17899999999997362,,N1LRP330,N106_0,68.92815911062802
N1,N1_639,bridge,BODOITOLI BOX CULVERT,21.8181692602209,92.0739442353591,0.15800000000001546,A,N1LRP322a,N106_0,69.06051991514424
N1,N1_640,link,Cox.s Bazar 64 km,21.8119444,92.0776382,0.853999999999985,,N1LRP331,N106_0,69.84531356693941
N1,N1_641,bridge,BANIYAR CHORA,21.8034238025641,92.0772322128205,0.9680000000000177,A,N1LRP323b,N106_0,70.70819688017302
N1,N1_642,link,"Cox,s Bazar 63 km",21.8029167,92.0772771,0.05700000000001637,,N1LRP332,N106_0,70.76226825406563
N1,N1_643,link,"Cox,s Bazar 62 km",21.7941941,92.0783882,0.992999999999995,,N1LRP333,N106_0,71.70582968175735
N1,N1_644,bridge,NOL BELA-1 BOX CULVERT,21.787854008387,92.0788540064516,0.72199999999998,A,N1LRP325a,N106_0,72.37931411711365
N1,N1_645,bridge,NOL BELA BOX CULVERT,21.786997484,92.0789493159999,0.09699999999997999,A,N1LRP325c,N106_0,72.47156866755694
N1,N1_646,link,"Cox,s Bazar 61 km",21.7853052,92.079166,0.19400000000001683,,N1LRP334,N106_0,72.65493579807787
N1,N1_647,bridge,NOLBELA BOX CULVERT,21.7841953311111,92.0792425355555,0.12400000000002365,B,N1LRP326a,N106_0,72.77274761938594
N1,N1_648,link,"Cox,s Bazar 60 km",21.7782493,92.0840552,0.875,,N1LRP335,N106_0,73.56978056817697
N1,N1_649,bridge,DIDDA BAZAR BOX CULVERT,21.7735339222222,92.0839144733333,0.5569999999999595,A,N1LRP327a,N106_0,74.05251746281475
N1,N1_650,bridge,MATHAMUHURI BRIDGE,21.7715943354948,92.0821099546075,0.3280000000000314,C,N1LRP328a,N106_0,74.18593651227779
N1,N1_651,link,"Cox,s Bazar 59 km",21.7713049,92.0818327,0.043000000000006366,,N1LRP336,N106_0,74.20562204911708
N1,N1_652,link,Km post missing,21.7646389,92.075916,1.0,,N1LRP337,N106_0,74.68135223688296
N1,N1_653,link,"Cox,s Bazar 57 km",21.7546944,92.0770271,1.127999999999986,,N1LRP338,N106_0,75.75782782375978
N1,N1_654,link,"Cox,s Bazar 56 km",21.7466386,92.080916,1.0020000000000095,,N1LRP339,N106_0,76.73730685429618
N1,N1_655,bridge,BANDI BAZAR BOX CULVERT,21.7401466184971,92.0826243745664,0.7599999999999909,B,N1LRP331a,N106_0,77.4755622607063
N1,N1_656,bridge,KUMARIKOOL BOX CULVERT,21.7385629191489,92.0831876319149,0.18799999999998818,A,N1LRP332a,N106_0,77.66091144502542
N1,N1_657,link,Cox's Bazar 55 km,21.738083,92.0834163,0.057999999999992724,,N1LRP340,N106_0,77.71915330386722
N1,N1_658,bridge,PASIYAKALI BOX CULVERT,21.7326068595588,92.0837488330882,0.6159999999999854,A,N1LRP332b,N106_0,78.30247992489713
N1,N1_659,bridge,PASIYAKALI (2),21.7309878314917,92.0838156441988,0.18300000000004957,A,N1LRP332c,N106_0,78.47390069705882
N1,N1_660,link,"Cox,s Bazar 54 km",21.7290271,92.0838608,0.22100000000000364,,N1LRP341,N106_0,78.68028709556242
N1,N1_661,bridge,HASIRUGIGI,21.7240739341074,92.083544148476,0.5609999999999786,A,N1LRP333a,N106_0,79.18679227851173
N1,N1_662,link,Cox's Bazar 53km,21.7204716,92.0822493,0.4390000000000214,,N1LRP342,N106_0,79.51841120090928
N1,N1_663,link,"Cox,s Bazar 52 km",21.7120833,92.0821104,1.0329999999999586,,N1LRP343,N106_0,80.39241126234263
N1,N1_664,bridge,CHOHAJANYA (1),21.7092513759013,92.0806750603415,0.367999999999995,A,N1LRP335a,N106_0,80.64027999693914
N1,N1_665,link,"Cox,s Bazar 51 km",21.7040556,92.0788604,0.6480000000000246,,N1LRP344,N106_0,81.12449676222491
N1,N1_666,bridge,CHOHAJANIYA (2),21.7028300370967,92.0786456251612,0.14100000000001955,A,N1LRP336a,N106_0,81.2461170626737
N1,N1_667,link,Cox's Bazar 50km,21.6957497,92.0805827,0.8669999999999618,,N1LRP345,N106_0,82.05572415954693
N1,N1_668,link,Cox's Bazar 49km,21.6868608,92.0800827,1.0120000000000005,,N1LRP346,N106_0,82.97469095470333
N1,N1_669,link,Cox's Bazar 48 km,21.678416,92.0770827,1.0,,N1LRP347,N106_0,83.76705369461212
N1,N1_670,bridge,JASJARI BRIDGE,21.676279289928,92.0768074748201,0.242999999999995,A,N1LRP339a,N106_0,83.98380350442966
N1,N1_671,bridge,DULAHAJARA (SAFARI PARK),21.6721049602836,92.0763992531915,0.4730000000000132,A,N1LRP339c,N106_0,84.41175285123649
N1,N1_672,link,"Cox,s Bazar 47 km",21.6695549,92.0760549,0.22000000000002728,,N1LRP348,N106_0,84.67034778285819
N1,N1_673,bridge,DULAHAJARA CULVERT,21.6629404415143,92.075071645953,0.7459999999999809,A,N1LRP340a,N106_0,85.33906609935023
N1,N1_674,link,"Cox,s Bazar 46 km",21.6606111,92.0750827,0.25900000000001455,,N1LRP349,N106_0,85.58608774926572
N1,N1_675,bridge,DULAHAJAR BRIDGE,21.6600543017045,92.0751025664772,0.06299999999998818,A,N1LRP341a,N106_0,85.64568720332356
N1,N1_676,link,"Cox,s Bazar 45 km",21.6518056,92.0737771,0.9529999999999745,,N1LRP350,N106_0,86.47867290855966
N1,N1_677,bridge,BOYRAGIR KHIL,21.6508560658227,92.0735619202531,0.10800000000000409,C,N1LRP342a,N106_0,86.57274705656454
N1,N1_678,bridge,PAGOLARIBIL,21.6480847609561,92.0733292227091,0.3190000000000168,A,N1LRP342c,N106_0,86.85966066003431
N1,N1_679,link,"Cox,s Bazar 44 km",21.6428608,92.0732216,0.5880000000000223,,N1LRP351,N106_0,87.41102851192636
N1,N1_680,link,"Cox,s Bazar 43 km",21.634833,92.0770271,1.0179999999999723,,N1LRP352,N106_0,88.38016996529105
N1,N1_681,link,"Cox,s Bazar 42 km",21.6259716,92.0773882,1.02800000000002,,N1LRP353,N106_0,89.3324648991486
N1,N1_682,bridge,KHUTAKHALI,21.6225351880109,92.0737034768392,0.5469999999999686,B,N1LRP345a,N106_0,89.5867676058877
N1,N1_683,link,Cox's Bazar 41km,21.6197771,92.0705271,0.4530000000000314,,N1LRP354,N106_0,89.78623089406292
N1,N1_684,bridge,Khutakhali Bazar Bridge,21.618376660401,92.0691713375939,0.21399999999999864,A,N1LRP346a,N106_0,89.89571737405709
N1,N1_685,link,"Cox,s Bazar 40 km",21.61225,92.0652222,0.40999999999996817,,N1LRP355,N106_0,90.43536909580683
N1,N1_686,bridge,FULCHARI (NEWPARA),21.6065189670012,92.0623070695106,0.5049999999999955,A,N1LRP347a,N106_0,90.9654134792403
N1,N1_687,bridge,FULCHARI (NEWPARA),21.6051753127979,92.0621198087829,0.3160000000000309,A,N1LRP347b,N106_0,91.10393671140793
N1,N1_688,link,"Cox,s Bazar 39 km",21.6039167,92.0619444,0.29599999999999227,,N1LRP356,N106_0,91.23372742372764
N1,N1_689,bridge,FULCHARI CULVERT,21.5985935301507,92.061801241206,0.34199999999998454,A,N1LRP348a,N106_0,91.7996662399939
N1,N1_690,bridge,FULCHARI BAZAR,21.5960736973421,92.0614095408637,0.43600000000003547,A,N1LRP348b,N106_0,92.0587037172077
N1,N1_691,link,Cox's Bazar 38km,21.5951108,92.0611944,0.22199999999998,,N1LRP357,N106_0,92.15591684483472
N1,N1_692,bridge,NAPITE KHALI CULVERT,21.5894309740196,92.0630313509804,0.3550000000000182,A,N1LRP349a,N106_0,92.81527255468009
N1,N1_693,bridge,NAPITE KHALI,21.5876028,92.0649047857142,0.5209999999999582,C,N1LRP349b,N106_0,93.06305094278558
N1,N1_694,link,"Cox,s Bazar 37 km",21.5875274,92.0650278,0.036000000000001364,,N1LRP358,N106_0,93.07454604531465
N1,N1_695,bridge,EAST NAPITL KHAL BOX CULVERT,21.5830741250341,92.0657158465116,0.49600000000003774,A,N1LRP350a,N106_0,93.57064054830411
N1,N1_696,link,Cox's Bazar 36 km,21.5791938,92.0668049,0.5029999999999859,,N1LRP359,N106_0,94.01650668177668
N1,N1_697,bridge,NAEK KHALI BOX CULVERT,21.5744075162901,92.0707446712247,0.5419999999999732,A,N1LRP351a,N106_0,94.63879666868318
N1,N1_698,link,"Cox,s Bazar 35 km",21.5717216,92.0718049,0.42799999999999727,,N1LRP360,N106_0,94.95598660131242
N1,N1_699,link,"Cox,s Bazar 34 km",21.5629444,92.0700271,1.0200000000000387,,N1LRP361,N106_0,95.84667111533783
N1,N1_700,bridge,KHODIA BARI PRIMARY BOX CULVERT,21.5623201688888,92.0698139251851,0.07400000000001228,A,N1LRP352a,N106_0,95.90770528670083
N1,N1_701,bridge,ISLAMABAD KHODIABARI BOX CULVERT,21.5603042595174,92.0691476,0.2559999999999718,A,N1LRP353a,N106_0,96.10552785199994
N1,N1_702,bridge,ISLAMABAD KHODIA BARI BOX CULVERT,21.5594892512064,92.0689481,0.1139999999999759,A,N1LRP353b,N106_0,96.18746247449263
N1,N1_703,link,"Cos,x Bazar 33 km",21.5555,92.0679716,0.5580000000000496,,N1LRP362,N106_0,96.58879717632436
N1,N1_704,bridge,Eidgaon Bazar Bridge,21.5554256122448,92.0679503244898,0.07499999999998863,A,N1LRP354a,N106_0,96.59620221123991
N1,N1_705,bridge,Goro Bazar Bridge,21.5470666065573,92.0668953754098,0.7659999999999627,A,N1LRP354d,N106_0,97.46516995973809
N1,N1_706,link,"Cox,s Bazar 32 km",21.546583,92.0668327,0.05900000000002592,,N1LRP363,N106_0,97.51543755729995
N1,N1_707,link,Cox's Bazar 31km,21.538333,92.0639722,0.8870000000000005,,N1LRP364,N106_0,98.32648348490397
N1,N1_708,link,Cox.s Bazar 30 km,21.5294993,92.0650278,1.0160000000000196,,N1LRP365,N106_0,99.30445042002829
N1,N1_709,bridge,SHAT GOREA PARA BOX CULVERT,21.5255297395348,92.0653252244186,0.35300000000000864,A,N1LRP357a,N106_0,99.7393825194265
N1,N1_710,bridge,KALIRCHARA BOX CULVERT,21.5237332279069,92.0655747598837,0.20599999999996044,A,N1LRP357c,N106_0,99.93922587899799
N1,N1_711,bridge,KALIRCHARA BAZAR BOX CULVERT,21.5207709407407,92.0661440629629,0.33899999999999864,A,N1LRP357d,N106_0,100.2728568289201
N1,N1_712,link,"Cox,s Bazar 29 km",21.520666,92.0661667,0.012000000000000455,,N1LRP366,N106_0,100.28474007175997
N1,N1_713,bridge,KALIRCHAR,21.5195088091891,92.0666746302702,0.14100000000001955,A,N1LRP357f,N106_0,100.42247957162685
N1,N1_714,bridge,RASHIDNAGAR,21.5137419731132,92.069340890566,0.70799999999997,A,N1LRP358a,N106_0,101.1124704686908
N1,N1_715,link,Cox.s Bazar 28 km,21.5125556,92.0699438,0.1570000000000391,,N1LRP367,N106_0,101.25585051764165
N1,N1_716,bridge,ROSHIDNAGAR CULVERT,21.5104396976562,92.0708606554687,0.2599999999999909,A,N1LRP358b,N106_0,101.50744802611707
N1,N1_717,bridge,DOLERCHARA CULVERT,21.5065069274647,92.0733026419014,0.5229999999999677,A,N1LRP359a,N106_0,101.99445559932047
N1,N1_718,bridge,DOLERCHARA CULVERT,21.5051319429577,92.0744452552816,0.19800000000003593,A,N1LRP359b,N106_0,102.17236488263279
N1,N1_719,link,Cox's Bazar 27km,21.505,92.0745549,0.019000000000005457,,N1LRP368,N106_0,102.18943990283763
N1,N1_720,link,Cox's Bazar 26km,21.4968608,92.0769438,1.0,,N1LRP369,N106_0,103.12757702810343
N1,N1_721,bridge,ROSHIDNAGAR (2),21.4957534922651,92.0776785856353,0.1479999999999677,A,N1LRP360a,N106_0,103.26600936189537
N1,N1_722,bridge,"ROSHIDNAGAR U,R CULVERT",21.4948695143646,92.0783346952486,0.12800000000004275,A,N1LRP360c,N106_0,103.37837038332789
N1,N1_723,link,"Cox,s Bazar 25 km",21.4901941,92.0818049,0.6769999999999641,,N1LRP370,N106_0,103.97291685361394
N1,N1_724,link,"Cox,s Bazar 24 km",21.4870274,92.0898052,0.98599999999999,,N1LRP371,N106_0,104.52856818662752
N1,N1_725,link,Cox.s Bazar 23 km,21.4793604,92.0938886,0.9740000000000464,,N1LRP372,N106_0,105.4625184131126
N1,N1_726,bridge,JOARIANALA CULVERT,21.4782130684357,92.0947151779329,0.15899999999999181,A,N1LRP363b,N106_0,105.60823438178981
N1,N1_727,bridge,JOARIANALA,21.4755164496,92.0967866511999,0.382000000000005,A,N1LRP364a,N106_0,105.95436022483783
N1,N1_728,bridge,JORIANALA,21.4738446327586,92.0980125862068,0.23799999999999955,A,N1LRP364c,N106_0,106.16740728701404
N1,N1_729,link,"Cox,s Bazar 22 km",21.4713604,92.0997497,0.3509999999999991,,N1LRP373,N106_0,106.48172451393151
N1,N1_730,bridge,JOARIANALA BAZAR PC GIDER BRIDGE(L),21.470055530337,92.1006402232209,0.17799999999999727,A,N1LRP364d,N106_0,106.64624966178414
N1,N1_731,bridge,JOARIANALA CULVERT,21.4655415307901,92.1026566882833,0.5739999999999554,B,N1LRP365a,N106_0,107.18583510228456
N1,N1_732,link,"Cox,s Bazar 21 km",21.4635833,92.1029167,0.22900000000004184,,N1LRP374,N106_0,107.4027766088746
N1,N1_733,link,"Cox,s Bazar 20 km",21.4564722,92.1038056,0.9689999999999941,,N1LRP375,N106_0,108.18912540256893
N1,N1_734,bridge,MITA CHARI BOX CULVERT,21.4505569351351,92.0994681432432,0.8979999999999677,A,N1LRP367a,N106_0,108.70407923952078
N1,N1_735,link,"Cox,s Bazar 19 km",21.4496108,92.0994997,0.1260000000000332,,N1LRP376,N106_0,108.80644704035772
N1,N1_736,bridge,RAMU HOSPITAL GATE,21.4433865625,92.1012678785714,0.714999999999975,A,N1LRP368a,N106_0,109.52231675167936
N1,N1_737,bridge,Mitacmari Ramu Bridge,21.4418389714285,92.1007083571428,0.20800000000002683,A,N1LRP368c,N106_0,109.67320572626178
N1,N1_738,link,"Cox,s Bazar 18 km",21.4413608,92.1003611,0.07400000000001228,,N1LRP377,N106_0,109.71512948596738
N1,N1_739,bridge,MARULA (WEST),21.4372009552325,92.0983672723837,0.5079999999999814,A,N1LRP369a,N106_0,110.10817196528664
N1,N1_740,bridge,MARULA BOX CULVERT,21.4342084624161,92.0972607067114,0.35199999999997544,A,N1LRP369b,N106_0,110.40019004613865
N1,N1_741,link,"Cox,s Bazar 17 km",21.4334441,92.0969997,0.10000000000002274,,N1LRP378,N106_0,110.47540897674995
N1,N1_742,bridge,RAMU BRAC OFFICE,21.4308087593886,92.0961182921397,0.3100000000000023,A,N1LRP369c,N106_0,110.73539169285384
N1,N1_743,bridge,RAMU BY PASS MORE,21.4288400316455,92.0953913860759,0.2319999999999709,A,N1LRP370a,N106_0,110.92796872160983
N1,N1_744,bridge,RAMU MOUR BOX CULVDERT,21.4283515971831,92.0940714267605,0.17400000000003502,A,N1LRP370c,N106_0,110.94592405070493
N1,N1_745,link,"Cox,s Bazar 16 km",21.4281104,92.0914719,0.2740000000000009,,N1LRP379,N106_0,110.90424850428654
N1,N1_746,bridge,ROMA CALLAGE BOX CULVERT,21.427895984,92.089450816,0.20900000000000318,A,N1LRP370e,N106_0,110.87518451092612
N1,N1_747,bridge,ROMA TECHIPUL,21.4271063768115,92.0840258231884,0.5739999999999554,A,N1LRP371a,N106_0,110.82218503843588
N1,N1_748,link,"Cox,s Bazar 15 km",21.4269716,92.0821104,0.20100000000002183,,N1LRP380,N106_0,110.78861923515798
N1,N1_749,bridge,SAMBAR PUL CULVERT,21.4267747132812,92.0804427367187,0.17900000000003047,A,N1LRP371c,N106_0,110.76826121718186
N1,N1_750,bridge,CHAKMARKOOL,21.4264716,92.0767771,0.3809999999999718,A,N1LRP372a,N106_0,110.71044757270298
N1,N1_751,link,"Cox,s Bazar 14 km",21.4267216,92.0730827,0.40399999999999636,,N1LRP381,N106_0,110.59341055330887
N1,N1_752,bridge,CHAKMAR KOOL BOX CULVERT,21.4273654498084,92.0708934808429,0.24200000000001864,A,N1LRP372c,N106_0,110.47100577008847
N1,N1_753,link,Cox's Bazar 13km,21.4276938,92.0643611,0.7579999999999814,,N1LRP382,N106_0,110.28049801191054
N1,N1_754,bridge,KHURUTIA BOX CULVERT,21.4271759977099,92.0634431893129,0.11099999999999,A,N1LRP373a,N106_0,110.3151256916977
N1,N1_755,bridge,KHURULIA CULVERT,21.4273089357414,92.0610656669201,0.2580000000000382,A,N1LRP373b,N106_0,110.24550196760549
N1,N1_756,bridge,KHURULIA SCHOOL BOX CULVERT,21.4278354522255,92.0579673860534,0.3299999999999841,A,N1LRP374a,N106_0,110.11721376560271
N1,N1_757,bridge,KHURULIA SCHOOL BOX CULVERT,21.4280296848739,92.0557570361344,0.23399999999998045,A,N1LRP374c,N106_0,110.04586782066045
N1,N1_758,link,"Cox,s Bazar 12 km",21.4280827,92.0551389,0.06499999999999773,,N1LRP383,N106_0,110.02613400939246
N1,N1_759,bridge,KHURULIA CHAIRMAN PARA BOX CULVERT,21.4280584948275,92.0532281715517,0.20199999999999818,A,N1LRP374e,N106_0,109.98576539877918
N1,N1_760,bridge,Sarkarpara Bridge,21.4275245,92.0486482172786,0.47200000000003683,A,N1LRP375a,N106_0,109.9421009604523
N1,N1_761,link,"Cox,s Bazar 11 km",21.4287771,92.0461941,0.3109999999999786,,N1LRP384,N106_0,109.75227030852334
N1,N1_762,bridge,WEST DOVGE BOX CULVERT,21.4294452102564,92.0443807192307,0.20100000000002183,A,N1LRP375c,N106_0,109.64027613535038
N1,N1_763,bridge,MUKTAR KUL,21.4297884,92.0395945696,0.5,A,N1LRP376a,N106_0,109.50048344008238
N1,N1_764,link,"Cox,s Bazar 10 km",21.4296938,92.0368608,0.2869999999999777,,N1LRP385,N106_0,109.4532100204748
N1,N1_765,bridge,BAKKHALI BRIDGE,21.4294033629834,92.0318887491712,0.5550000000000068,A,N1LRP377a,N106_0,109.3819492447205
N1,N1_766,bridge,MOHURI RARA BOX,21.4303257834586,92.0296206984962,0.26900000000000546,A,N1LRP377c,N106_0,109.23519766515486
N1,N1_767,link,"Cox,s Bazar 9 km",21.430166,92.0283604,0.1419999999999959,,N1LRP386,N106_0,109.22715597173934
N1,N1_768,bridge,RABAR DAM BOX,21.4301539217391,92.0283434956521,0.0020000000000095497,A,N1LRP377d,N106_0,109.22813278321937
N1,N1_769,bridge,LINK ROAD CULVERT,21.426498621044,92.0238834076672,0.6150000000000091,A,N1LRP377f,N106_0,109.5382478910548
N1,N1_770,link,Teknaf 79 km,21.4258049,92.0232493,0.12000000000000455,,N1LRP387,N106_0,109.60154786813999
N1,N1_771,bridge,BESIC AREA,21.423063061512,92.0267879589347,0.49099999999998545,C,N1LRP378a,N106_0,109.97062678258008
N1,N1_772,bridge,BASIC ARIA (1),21.4226721680412,92.0272924520618,0.06999999999999318,C,N1LRP378b,N106_0,110.02331179630968
N1,N1_773,link,"Teknaf 78 km,Uttia 24 km",21.4199716,92.0302493,0.41800000000000637,,N1LRP388,N106_0,110.37710217249308
N1,N1_774,bridge,KAMBIR GONA,21.4194017834586,92.031682906015,0.17599999999998772,C,N1LRP379a,N106_0,110.468178565321
N1,N1_775,bridge,HAMBIR GONA (1),21.4170232427616,92.0347260730512,0.4490000000000123,B,N1LRP379b,N106_0,110.78944981647135
N1,N1_776,bridge,HAMBIR GONA-(2),21.4161167631868,92.0359357093406,0.17099999999999227,C,N1LRP379c,N106_0,110.9130696772274
N1,N1_777,link,"Teknaf 77 km,Uthia 23 km",21.4150556,92.037833,0.23599999999999,,N1LRP389,N106_0,111.06786601440686
N1,N1_778,bridge,KANAR PARA,21.4142599314893,92.0386736859574,0.12700000000000955,A,N1LRP380a,N106_0,111.17199087325552
N1,N1_779,bridge,SHORAR COOL,21.4124968430517,92.0395268517711,0.36899999999997135,A,N1LRP380c,N106_0,111.38178726393402
N1,N1_780,bridge,SOUTH MITTA CHORI,21.4110029325153,92.0443379558282,0.35700000000002774,B,N1LRP380e,N106_0,111.6456213906371
